Distance_km,Clean_dB,Noisy_dB
2.012100605030251455e+00,-4.024201210060502909e-01,-3.339045112096193257e+00
2.013100655032751707e+00,-4.026201310065503636e-01,2.524302274789535505e-01
2.014100705035251959e+00,-4.028201410070504362e-01,3.694624831800056297e-01
2.015100755037751767e+00,-4.030201510075503979e-01,-7.165229579882750333e-01
2.016100805040252020e+00,-4.032201610080504151e-01,-1.634512587996070687e+00
2.017100855042752272e+00,-4.034201710085504877e-01,3.809883773839412013e-01
2.018100905045252524e+00,-4.036201810090505049e-01,-4.242768083070481033e+00
2.019100955047752333e+00,-4.038201910095504665e-01,-7.887604884229144631e-01
2.020101005050252585e+00,-4.040202010100505392e-01,-1.346095505702930240e+00
2.021101055052752837e+00,-4.042202110105506119e-01,-1.044215992808987359e+00
2.022101105055252646e+00,-4.044202210110505735e-01,-1.574803260253368142e+00
2.023101155057752898e+00,-4.046202310115505907e-01,-4.974443659156733144e-01
2.024101205060253150e+00,-4.048202410120506634e-01,3.745548431235345976e-01
2.025101255062753403e+00,-4.050202510125506805e-01,1.304375550329303968e+00
2.026101305065253211e+00,-4.052202610130506422e-01,-1.191155057066573875e+00
2.027101355067753463e+00,-4.054202710135507148e-01,1.194575105667128045e-01
2.028101405070253715e+00,-4.056202810140507875e-01,4.713125722690427732e-01
2.029101455072753524e+00,-4.058202910145507492e-01,1.518671205424354520e+00
2.030101505075253776e+00,-4.060203010150507663e-01,-7.229749849989173249e-01
2.031101555077754028e+00,-4.062203110155508390e-01,-3.738586989849984610e-01
2.032101605080254281e+00,-4.064203210160508561e-01,3.633139800698045319e-01
2.033101655082754089e+00,-4.066203310165508178e-01,-6.368054075095519462e-01
2.034101705085254341e+00,-4.068203410170508905e-01,-3.867221369355093863e-01
2.035101755087754594e+00,-4.070203510175509631e-01,3.097816861401235244e-01
2.036101805090254402e+00,-4.072203610180509248e-01,-5.654306896211783867e-02
2.037101855092754654e+00,-4.074203710185509419e-01,6.952246151342210689e-01
2.038101905095254907e+00,-4.076203810190510146e-01,-1.564831309869454956e-01
2.039101955097755159e+00,-4.078203910195510318e-01,-3.183561363525024834e-01
2.040102005100254967e+00,-4.080204010200509934e-01,-1.007539794225916996e+00
2.041102055102755219e+00,-4.082204110205510661e-01,-3.496897801000991568e-01
2.042102105105255472e+00,-4.084204210210511388e-01,-3.176175642576944402e-01
2.043102155107755280e+00,-4.086204310215511004e-01,-2.072040827963876453e+00
2.044102205110255532e+00,-4.088204410220511176e-01,-9.825257777153837413e-01
2.045102255112755785e+00,-4.090204510225511902e-01,-1.863725577404417022e+00
2.046102305115256037e+00,-4.092204610230512074e-01,-1.947455505099554340e+00
2.047102355117755845e+00,-4.094204710235511691e-01,2.450203923758189628e-01
2.048102405120256098e+00,-4.096204810240512417e-01,-6.040943785825649837e-01
2.049102455122756350e+00,-4.098204910245513144e-01,-2.260538901010021584e-01
2.050102505125256158e+00,-4.100205010250512760e-01,-7.508127665699833031e-01
2.051102555127756411e+00,-4.102205110255512932e-01,-8.193475263313342305e-01
2.052102605130256663e+00,-4.104205210260513659e-01,-9.512003249672379424e-02
2.053102655132756915e+00,-4.106205310265513830e-01,-3.326788854497901848e-01
2.054102705135256723e+00,-4.108205410270513447e-01,-2.195047691270715084e+00
2.055102755137756976e+00,-4.110205510275514174e-01,-1.915795362115060074e+00
2.056102805140257228e+00,-4.112205610280514900e-01,-1.894093222296118206e+00
2.057102855142757036e+00,-4.114205710285514517e-01,-1.087715728528622972e+00
2.058102905145257289e+00,-4.116205810290514688e-01,-1.079615843384807983e-01
2.059102955147757541e+00,-4.118205910295515415e-01,3.721397772088468892e-01
2.060103005150257793e+00,-4.120206010300515587e-01,7.940824143035116744e-01
2.061103055152757602e+00,-4.122206110305515203e-01,-7.555540546412721215e-01
2.062103105155257854e+00,-4.124206210310515930e-01,-9.371117664529680091e-01
2.063103155157758106e+00,-4.126206310315516657e-01,8.651644558124808870e-02
2.064103205160257914e+00,-4.128206410320516273e-01,-7.053741161651948532e-01
2.065103255162758167e+00,-4.130206510325516445e-01,-2.277158785617294512e-01
2.066103305165258419e+00,-4.132206610330517171e-01,-2.298176017838401641e+00
2.067103355167758671e+00,-4.134206710335517343e-01,-5.170529636076568458e-01
2.068103405170258480e+00,-4.136206810340516959e-01,-9.900111752953677513e-01
2.069103455172758732e+00,-4.138206910345517686e-01,9.073194122916725113e-02
2.070103505175258984e+00,-4.140207010350518413e-01,-1.775103625540198848e+00
2.071103555177758793e+00,-4.142207110355518029e-01,-1.270306992371872612e+00
2.072103605180259045e+00,-4.144207210360518201e-01,9.639351948495039624e-01
2.073103655182759297e+00,-4.146207310365518928e-01,2.361860304127634536e-01
2.074103705185259550e+00,-4.148207410370519099e-01,-7.309253688607852961e-01
2.075103755187759358e+00,-4.150207510375518716e-01,-9.260312473822857049e-01
2.076103805190259610e+00,-4.152207610380519442e-01,-4.015359170960499657e-01
2.077103855192759863e+00,-4.154207710385520169e-01,3.065936217460337176e-01
2.078103905195259671e+00,-4.156207810390519786e-01,-1.918282472985641363e+00
2.079103955197759923e+00,-4.158207910395519957e-01,-3.638362733395991144e-01
2.080104005200260175e+00,-4.160208010400520684e-01,-9.874553307808571212e-01
2.081104055202760428e+00,-4.162208110405520856e-01,-8.478078255190708845e-02
2.082104105205260236e+00,-4.164208210410520472e-01,6.558820191276898415e-01
2.083104155207760488e+00,-4.166208310415521199e-01,-1.148981825470957313e-01
2.084104205210260741e+00,-4.168208410420521925e-01,-2.967682257009911506e-01
2.085104255212760549e+00,-4.170208510425521542e-01,-2.228124810383336762e-01
2.086104305215260801e+00,-4.172208610430521714e-01,8.667741516054647821e-01
2.087104355217761054e+00,-4.174208710435522440e-01,-5.520455790285782038e-01
2.088104405220261306e+00,-4.176208810440522612e-01,-6.556021439056125555e-01
2.089104455222761114e+00,-4.178208910445522228e-01,-5.298623612393287274e-01
2.090104505225261367e+00,-4.180209010450522955e-01,4.386722928201959304e-01
2.091104555227761619e+00,-4.182209110455523682e-01,-5.889455939503996929e-01
2.092104605230261427e+00,-4.184209210460523298e-01,-6.396488773613108192e-01
2.093104655232761679e+00,-4.186209310465523470e-01,-3.553950142198707418e-01
2.094104705235261932e+00,-4.188209410470524197e-01,-3.652027480907348078e+00
2.095104755237762184e+00,-4.190209510475524368e-01,4.318159727382114843e-02
2.096104805240261992e+00,-4.192209610480523985e-01,-1.957566718945841222e+00
2.097104855242762245e+00,-4.194209710485524711e-01,-7.831471928842382857e-01
2.098104905245262497e+00,-4.196209810490525438e-01,1.365217459147155754e+00
2.099104955247762305e+00,-4.198209910495525055e-01,-1.299164190108453187e+00
2.100105005250262558e+00,-4.200210010500525226e-01,1.888432695656689364e-01
2.101105055252762810e+00,-4.202210110505525953e-01,6.808195912205797229e-02
2.102105105255263062e+00,-4.204210210510526124e-01,6.830548078066163153e-01
2.103105155257762870e+00,-4.206210310515525741e-01,-6.773792951860471145e-01
2.104105205260263123e+00,-4.208210410520526468e-01,-2.096595983700346277e+00
2.105105255262763375e+00,-4.210210510525527194e-01,-3.146771621332959956e-01
2.106105305265263183e+00,-4.212210610530526811e-01,-2.881142469922807342e-02
2.107105355267763436e+00,-4.214210710535526982e-01,6.391065183075238521e-01
2.108105405270263688e+00,-4.216210810540527709e-01,3.669660218068986068e-02
2.109105455272763940e+00,-4.218210910545527881e-01,-9.300430728897812749e-01
2.110105505275263749e+00,-4.220211010550527497e-01,4.658600721046479154e-01
2.111105555277764001e+00,-4.222211110555528224e-01,-2.322677866076277853e-01
2.112105605280264253e+00,-4.224211210560528951e-01,2.529432190162993477e-01
2.113105655282764062e+00,-4.226211310565528567e-01,-2.339705869757629841e+00
2.114105705285264314e+00,-4.228211410570528739e-01,-1.250633489580170288e+00
2.115105755287764566e+00,-4.230211510575529466e-01,4.918447760844187888e-01
2.116105805290264819e+00,-4.232211610580529637e-01,-2.891650365828822844e-01
2.117105855292764627e+00,-4.234211710585529254e-01,-1.582039393714533615e+00
2.118105905295264879e+00,-4.236211810590529980e-01,-5.464746042783946885e-03
2.119105955297765131e+00,-4.238211910595530707e-01,1.134627846043754440e+00
2.120106005300264940e+00,-4.240212010600530324e-01,-1.868310168622774881e-02
2.121106055302765192e+00,-4.242212110605530495e-01,-2.987987183186929130e+00
2.122106105305265444e+00,-4.244212210610531222e-01,1.550179460698491440e-01
2.123106155307765697e+00,-4.246212310615531393e-01,-1.059367720614343256e+00
2.124106205310265505e+00,-4.248212410620531010e-01,-6.522526025422686891e-01
2.125106255312765757e+00,-4.250212510625531737e-01,-1.000991003029955806e+00
2.126106305315266010e+00,-4.252212610630532463e-01,4.373593507149964310e-01
2.127106355317765818e+00,-4.254212710635532080e-01,-6.205741312664598830e-01
2.128106405320266070e+00,-4.256212810640532251e-01,-2.348816940772170681e-01
2.129106455322766323e+00,-4.258212910645532978e-01,1.036959248701259995e+00
2.130106505325266131e+00,-4.260213010650532595e-01,-1.177431435507389379e+00
2.131106555327766383e+00,-4.262213110655532766e-01,-6.744745581397575407e-01
2.132106605330266635e+00,-4.264213210660533493e-01,-1.833210912493415057e+00
2.133106655332766888e+00,-4.266213310665534220e-01,2.367430565491877581e-01
2.134106705335266696e+00,-4.268213410670533836e-01,-1.511388549050566521e+00
2.135106755337766948e+00,-4.270213510675534008e-01,-9.704413521700978595e-01
2.136106805340267201e+00,-4.272213610680534734e-01,5.437062887328030225e-01
2.137106855342767009e+00,-4.274213710685534351e-01,-5.406297259899486285e-01
2.138106905345267261e+00,-4.276213810690534523e-01,-7.856462564241607771e-02
2.139106955347767514e+00,-4.278213910695535249e-01,-6.676417336253381851e-01
2.140107005350267766e+00,-4.280214010700535976e-01,-2.388839006066934001e-01
2.141107055352767574e+00,-4.282214110705535592e-01,-1.704336628044121615e-01
2.142107105355267826e+00,-4.284214210710535764e-01,-2.396832369243091954e+00
2.143107155357768079e+00,-4.286214310715536491e-01,-2.720638692531616165e-01
2.144107205360267887e+00,-4.288214410720536107e-01,-4.353182891611464100e+00
2.145107255362768139e+00,-4.290214510725536279e-01,-3.395902064119718511e-01
2.146107305365268392e+00,-4.292214610730537006e-01,-5.408944209143300430e-01
2.147107355367768644e+00,-4.294214710735537732e-01,-8.078732124279477400e-01
2.148107405370268452e+00,-4.296214810740537349e-01,-1.151160918115600618e+00
2.149107455372768705e+00,-4.298214910745537520e-01,-6.720856811532617270e-01
2.150107505375268957e+00,-4.300215010750538247e-01,-8.971111641312718987e-01
2.151107555377768765e+00,-4.302215110755537864e-01,-4.226382552430372197e-01
2.152107605380269018e+00,-4.304215210760538035e-01,-3.118034251655136257e-01
2.153107655382769270e+00,-4.306215310765538762e-01,-1.864373608240808444e+00
2.154107705385269522e+00,-4.308215410770539489e-01,-5.631865667138420406e-01
2.155107755387769330e+00,-4.310215510775539105e-01,-1.040902435633486611e+00
2.156107805390269583e+00,-4.312215610780539277e-01,-1.504158855841619458e+00
2.157107855392769835e+00,-4.314215710785540003e-01,-4.522309716097120402e-01
2.158107905395269643e+00,-4.316215810790539620e-01,6.840453416203184922e-02
2.159107955397769896e+00,-4.318215910795539791e-01,-1.382281132337851659e+00
2.160108005400270148e+00,-4.320216010800540518e-01,4.339863308292606914e-01
2.161108055402770400e+00,-4.322216110805541245e-01,-5.299471337442739349e-01
2.162108105405270209e+00,-4.324216210810540861e-01,1.017039679708345634e+00
2.163108155407770461e+00,-4.326216310815541033e-01,-2.801214665067819798e+00
2.164108205410270713e+00,-4.328216410820541760e-01,-3.731501698113783405e+00
2.165108255412770522e+00,-4.330216510825541376e-01,-2.673896447549444222e-01
2.166108305415270774e+00,-4.332216610830541548e-01,-4.173292441531329944e-01
2.167108355417771026e+00,-4.334216710835542274e-01,4.145382335816658048e-01
2.168108405420271279e+00,-4.336216810840543001e-01,-1.348750794378003715e+00
2.169108455422771087e+00,-4.338216910845542618e-01,-8.038383914318245616e-01
2.170108505425271339e+00,-4.340217010850542789e-01,-1.449401430286874515e+00
2.171108555427771591e+00,-4.342217110855543516e-01,-2.211310759014900373e+00
2.172108605430271400e+00,-4.344217210860543132e-01,3.469221700285906596e-01
2.173108655432771652e+00,-4.346217310865543304e-01,-3.946877653500274752e-01
2.174108705435271904e+00,-4.348217410870544031e-01,-6.071739815948580254e-01
2.175108755437772157e+00,-4.350217510875544757e-01,-5.984147558367083342e-01
2.176108805440271965e+00,-4.352217610880544374e-01,-2.142978586588903056e+00
2.177108855442772217e+00,-4.354217710885544546e-01,4.031854796529525942e-01
2.178108905445272470e+00,-4.356217810890545272e-01,-1.492476868501017906e+00
2.179108955447772278e+00,-4.358217910895544889e-01,-4.964161862220118349e-01
2.180109005450272530e+00,-4.360218010900545060e-01,1.243821865500338020e-01
2.181109055452772783e+00,-4.362218110905545787e-01,-8.368310327563424078e-01
2.182109105455273035e+00,-4.364218210910546514e-01,1.180451815989251863e-01
2.183109155457772843e+00,-4.366218310915546130e-01,5.450375608487437740e-01
2.184109205460273095e+00,-4.368218410920546302e-01,-9.871058947088242608e-01
2.185109255462773348e+00,-4.370218510925547029e-01,-8.442726563038289722e-01
2.186109305465273156e+00,-4.372218610930546645e-01,1.976542020163890301e-01
2.187109355467773408e+00,-4.374218710935546817e-01,-1.803510752936914097e+00
2.188109405470273661e+00,-4.376218810940547543e-01,-2.586516843822981748e+00
2.189109455472773913e+00,-4.378218910945548270e-01,-1.842516231242127545e-01
2.190109505475273721e+00,-4.380219010950547887e-01,5.354073096520476360e-01
2.191109555477773974e+00,-4.382219110955548058e-01,-1.158671230280078790e+00
2.192109605480274226e+00,-4.384219210960548785e-01,6.852782004082811351e-01
2.193109655482774034e+00,-4.386219310965548401e-01,6.622108261795116579e-01
2.194109705485274286e+00,-4.388219410970548573e-01,4.885426196710238589e-01
2.195109755487774539e+00,-4.390219510975549300e-01,-4.861339586165069337e-01
2.196109805490274791e+00,-4.392219610980550026e-01,-2.113034351021773283e+00
2.197109855492774599e+00,-4.394219710985549643e-01,-1.527549658124259802e+00
2.198109905495274852e+00,-4.396219810990549814e-01,-2.207792743258472523e+00
2.199109955497775104e+00,-4.398219910995550541e-01,-6.823107601656432930e-01
2.200110005500274912e+00,-4.400220011000550158e-01,-7.897586214788716585e-01
2.201110055502775165e+00,-4.402220111005550329e-01,7.496551113323304261e-01
2.202110105505275417e+00,-4.404220211010551056e-01,6.515477576808405280e-02
2.203110155507775669e+00,-4.406220311015551783e-01,-1.253912129607242854e+00
2.204110205510275478e+00,-4.408220411020551399e-01,-1.421318702715295590e+00
2.205110255512775730e+00,-4.410220511025551571e-01,-7.323576591597678043e-01
2.206110305515275982e+00,-4.412220611030552297e-01,7.735081365455359625e-01
2.207110355517775790e+00,-4.414220711035551914e-01,5.896833590528861579e-01
2.208110405520276043e+00,-4.416220811040552086e-01,-1.484195748672852977e+00
2.209110455522776295e+00,-4.418220911045552812e-01,1.220615994294147022e+00
2.210110505525276547e+00,-4.420221011050553539e-01,4.977853262543982527e-01
2.211110555527776356e+00,-4.422221111055553155e-01,-1.280326499535118012e+00
2.212110605530276608e+00,-4.424221211060553327e-01,-4.901873797798458887e-01
2.213110655532776860e+00,-4.426221311065554054e-01,1.342348619477288507e-01
2.214110705535276669e+00,-4.428221411070553670e-01,1.107437909444388247e+00
2.215110755537776921e+00,-4.430221511075553842e-01,8.737939434722254983e-01
2.216110805540277173e+00,-4.432221611080554569e-01,-1.415093499949899025e-01
2.217110855542777426e+00,-4.434221711085555295e-01,-1.102607500658261630e+00
2.218110905545277234e+00,-4.436221811090554912e-01,-1.660330013819834694e+00
2.219110955547777486e+00,-4.438221911095555083e-01,-3.232337109696175048e+00
2.220111005550277739e+00,-4.440222011100555810e-01,3.577462310234377774e-01
2.221111055552777547e+00,-4.442222111105555427e-01,-1.946332068147113681e+00
2.222111105555277799e+00,-4.444222211110555598e-01,-3.270244897896474878e-01
2.223111155557778051e+00,-4.446222311115556325e-01,-2.722548084752096087e-01
2.224111205560278304e+00,-4.448222411120557052e-01,-1.273323160733619730e+00
2.225111255562778112e+00,-4.450222511125556668e-01,2.486987466088570048e-02
2.226111305565278364e+00,-4.452222611130556840e-01,-1.218492718828426913e+00
2.227111355567778617e+00,-4.454222711135557566e-01,-2.152907582608609260e+00
2.228111405570278425e+00,-4.456222811140557183e-01,-9.509174788384380239e-01
2.229111455572778677e+00,-4.458222911145557354e-01,-7.493067784795445774e-02
2.230111505575278930e+00,-4.460223011150558081e-01,-1.471138862990672425e-01
2.231111555577779182e+00,-4.462223111155558808e-01,-1.482578010120072509e+00
2.232111605580278990e+00,-4.464223211160558424e-01,-3.377837643850140625e-01
2.233111655582779242e+00,-4.466223311165558596e-01,-1.591403412630999492e+00
2.234111705585279495e+00,-4.468223411170559323e-01,-6.969316417338620173e-01
2.235111755587779303e+00,-4.470223511175558939e-01,-1.452306010575466821e+00
2.236111805590279555e+00,-4.472223611180559111e-01,-2.943858806539613848e+00
2.237111855592779808e+00,-4.474223711185559837e-01,6.116304673210706810e-02
2.238111905595280060e+00,-4.476223811190560564e-01,2.317689772545378502e-01
2.239111955597779868e+00,-4.478223911195560181e-01,3.874729918588737387e-01
2.240112005600280121e+00,-4.480224011200560352e-01,1.045572982963370201e+00
2.241112055602780373e+00,-4.482224111205561079e-01,-2.566993688976203503e-01
2.242112105605280181e+00,-4.484224211210560695e-01,-1.104487310893713881e+00
2.243112155607780434e+00,-4.486224311215560867e-01,6.097038318801095702e-02
2.244112205610280686e+00,-4.488224411220561594e-01,-2.124590748593652823e+00
2.245112255612780938e+00,-4.490224511225562321e-01,-3.281418746860896574e-02
2.246112305615280746e+00,-4.492224611230561937e-01,-6.691449642067447134e-02
2.247112355617780999e+00,-4.494224711235562109e-01,-1.565335604504132005e+00
2.248112405620281251e+00,-4.496224811240562835e-01,-1.208047979645929249e-01
2.249112455622781059e+00,-4.498224911245562452e-01,-6.348505971886019006e-02
2.250112505625281312e+00,-4.500225011250562623e-01,2.499982695924705678e-01
2.251112555627781564e+00,-4.502225111255563350e-01,-6.121578124809256005e-01
2.252112605630281816e+00,-4.504225211260564077e-01,-1.696027318500764602e+00
2.253112655632781625e+00,-4.506225311265563693e-01,-9.474661491478743036e-01
2.254112705635281877e+00,-4.508225411270563865e-01,-1.030835755013346011e+00
2.255112755637782129e+00,-4.510225511275564592e-01,-3.846800257037710224e-01
2.256112805640281938e+00,-4.512225611280564208e-01,-2.489339996531808596e-01
2.257112855642782190e+00,-4.514225711285564380e-01,-6.917194113629120400e-01
2.258112905645282442e+00,-4.516225811290565106e-01,1.161866799329560385e+00
2.259112955647782695e+00,-4.518225911295565833e-01,-7.790380367915396287e-02
2.260113005650282503e+00,-4.520226011300565450e-01,6.441834857202549669e-01
2.261113055652782755e+00,-4.522226111305565621e-01,8.392156439279998548e-01
2.262113105655283007e+00,-4.524226211310566348e-01,1.497327330197719686e-01
2.263113155657782816e+00,-4.526226311315565964e-01,-2.375457892370143487e+00
2.264113205660283068e+00,-4.528226411320566136e-01,5.891570798116320118e-01
2.265113255662783320e+00,-4.530226511325566863e-01,5.905255851725148553e-01
2.266113305665283573e+00,-4.532226611330567589e-01,-1.593414827656785437e+00
2.267113355667783381e+00,-4.534226711335567206e-01,-1.041695064643680224e+00
2.268113405670283633e+00,-4.536226811340567378e-01,9.984844192565678345e-01
2.269113455672783886e+00,-4.538226911345568104e-01,-3.315030633276662142e-01
2.270113505675283694e+00,-4.540227011350567721e-01,-4.833938047141814187e-01
2.271113555677783946e+00,-4.542227111355567892e-01,5.442606496951267747e-01
2.272113605680284198e+00,-4.544227211360568619e-01,4.225309438710233012e-01
2.273113655682784451e+00,-4.546227311365569346e-01,-8.556809920861636609e-01
2.274113705685284259e+00,-4.548227411370568962e-01,1.320803289499025146e-01
2.275113755687784511e+00,-4.550227511375569134e-01,4.712416392233751417e-01
2.276113805690284764e+00,-4.552227611380569861e-01,-8.958212344573690533e-01
2.277113855692784572e+00,-4.554227711385569477e-01,-3.878431158635294862e-01
2.278113905695284824e+00,-4.556227811390569649e-01,-2.496360442477924657e+00
2.279113955697785077e+00,-4.558227911395570375e-01,-1.344437161297645789e+00
2.280114005700285329e+00,-4.560228011400571102e-01,2.026441497725608998e-01
2.281114055702785137e+00,-4.562228111405570719e-01,-2.846935661295902253e+00
2.282114105705285390e+00,-4.564228211410570890e-01,2.700645438446772628e-01
2.283114155707785642e+00,-4.566228311415571617e-01,-6.896839492846367214e-01
2.284114205710285450e+00,-4.568228411420571233e-01,-8.383902499997021307e-01
2.285114255712785702e+00,-4.570228511425571405e-01,6.159308829483498560e-01
2.286114305715285955e+00,-4.572228611430572132e-01,-9.777595172270904522e-02
2.287114355717785763e+00,-4.574228711435571748e-01,2.162573711326718218e-01
2.288114405720286015e+00,-4.576228811440572475e-01,-4.491806303211985929e-01
2.289114455722786268e+00,-4.578228911445572646e-01,8.174750748022326097e-02
2.290114505725286520e+00,-4.580229011450573373e-01,3.220783684237628064e-01
2.291114555727786328e+00,-4.582229111455572990e-01,-5.279600648847565525e-01
2.292114605730286581e+00,-4.584229211460573161e-01,-2.158632024121746706e+00
2.293114655732786833e+00,-4.586229311465573888e-01,-1.028851266729633673e+00
2.294114705735286641e+00,-4.588229411470573504e-01,6.115832596282044786e-01
2.295114755737786894e+00,-4.590229511475574231e-01,-1.861243079582097559e+00
2.296114805740287146e+00,-4.592229611480574403e-01,-2.676904826489356348e-01
2.297114855742787398e+00,-4.594229711485575129e-01,-1.670318250331721988e+00
2.298114905745287206e+00,-4.596229811490574746e-01,2.677710149983204002e-01
2.299114955747787459e+00,-4.598229911495574918e-01,-1.199326771011006987e-01
2.300115005750287711e+00,-4.600230011500575644e-01,-3.050901232852348266e-01
2.301115055752787519e+00,-4.602230111505575261e-01,-9.658524830735981670e-01
2.302115105755287772e+00,-4.604230211510575987e-01,5.352561417281578304e-01
2.303115155757788024e+00,-4.606230311515576159e-01,-1.650008056936160372e+00
2.304115205760288276e+00,-4.608230411520576886e-01,-4.484778244687169568e+00
2.305115255762788085e+00,-4.610230511525576502e-01,-6.103891161176768776e-01
2.306115305765288337e+00,-4.612230611530576674e-01,-1.643960549485673717e+00
2.307115355767788589e+00,-4.614230711535577401e-01,5.940836871541966824e-01
2.308115405770288397e+00,-4.616230811540577017e-01,-2.567141793929671678e+00
2.309115455772788650e+00,-4.618230911545577744e-01,-8.960582813789971790e-02
2.310115505775288902e+00,-4.620231011550577915e-01,-8.957423517154834425e-01
2.311115555777789154e+00,-4.622231111555578642e-01,-5.511179999885660319e-01
2.312115605780288963e+00,-4.624231211560578259e-01,-2.961831327123103375e+00
2.313115655782789215e+00,-4.626231311565578430e-01,-2.028704873335422487e+00
2.314115705785289467e+00,-4.628231411570579157e-01,1.673146004355411165e+00
2.315115755787789276e+00,-4.630231511575578773e-01,3.250134885518101702e-01
2.316115805790289528e+00,-4.632231611580579500e-01,-1.754663756093533422e+00
2.317115855792789780e+00,-4.634231711585579672e-01,-1.109588684425959260e+00
2.318115905795290033e+00,-4.636231811590580398e-01,-3.740879322706791577e-02
2.319115955797789841e+00,-4.638231911595580015e-01,3.488660248191303159e-01
2.320116005800290093e+00,-4.640232011600580186e-01,-2.553588808405511390e+00
2.321116055802790346e+00,-4.642232111605580913e-01,6.664985791918919267e-01
2.322116105805290154e+00,-4.644232211610580530e-01,6.575376204592255913e-01
2.323116155807790406e+00,-4.646232311615581256e-01,-4.329515849219022772e-01
2.324116205810290658e+00,-4.648232411620581428e-01,6.021340345451397374e-02
2.325116255812790911e+00,-4.650232511625582155e-01,-8.332239622051740291e-01
2.326116305815290719e+00,-4.652232611630581771e-01,-8.749596765293758960e-01
2.327116355817790971e+00,-4.654232711635581943e-01,-5.323220140676337975e-01
2.328116405820291224e+00,-4.656232811640582669e-01,-4.974105625716285783e-01
2.329116455822791032e+00,-4.658232911645582286e-01,-6.278988804474272545e-01
2.330116505825291284e+00,-4.660233011650583013e-01,1.532333041536006579e+00
2.331116555827791537e+00,-4.662233111655583184e-01,-2.201720827352644960e+00
2.332116605830291789e+00,-4.664233211660583911e-01,9.400157601861530710e-02
2.333116655832791597e+00,-4.666233311665583527e-01,-1.467686247546708955e+00
2.334116705835291850e+00,-4.668233411670583699e-01,-2.161224318088226681e+00
2.335116755837792102e+00,-4.670233511675584426e-01,7.769957612359987276e-02
2.336116805840291910e+00,-4.672233611680584042e-01,2.783021283822108283e-02
2.337116855842792162e+00,-4.674233711685584769e-01,-1.930441489631384622e+00
2.338116905845292415e+00,-4.676233811690584941e-01,-3.095092973421587623e-01
2.339116955847792667e+00,-4.678233911695585667e-01,-3.720917687604738400e-01
2.340117005850292475e+00,-4.680234011700585284e-01,-7.836658183278709389e-02
2.341117055852792728e+00,-4.682234111705585455e-01,-1.543594220667851680e+00
2.342117105855292980e+00,-4.684234211710586182e-01,-5.088584403514427763e-03
2.343117155857792788e+00,-4.686234311715585799e-01,-2.723178737328568744e-01
2.344117205860293041e+00,-4.688234411720586525e-01,-3.537102242909089672e-02
2.345117255862793293e+00,-4.690234511725586697e-01,3.089330265308484202e-01
2.346117305865293545e+00,-4.692234611730587424e-01,-8.714322301243472291e-01
2.347117355867793353e+00,-4.694234711735587040e-01,-6.201787880052901381e-01
2.348117405870293606e+00,-4.696234811740587212e-01,-1.297700154294506358e+00
2.349117455872793858e+00,-4.698234911745587938e-01,-2.004794638535645490e-01
2.350117505875293666e+00,-4.700235011750587555e-01,-6.564100267906060049e-01
2.351117555877793919e+00,-4.702235111755588282e-01,-1.044791248956412205e-01
2.352117605880294171e+00,-4.704235211760588453e-01,-5.600772986147729560e-01
2.353117655882794423e+00,-4.706235311765589180e-01,8.624455155268295758e-01
2.354117705885294232e+00,-4.708235411770588796e-01,-1.766215683214836130e+00
2.355117755887794484e+00,-4.710235511775588968e-01,-4.227465845798584754e-01
2.356117805890294736e+00,-4.712235611780589695e-01,-8.488736868787017942e-01
2.357117855892794545e+00,-4.714235711785589311e-01,-2.226280667047347173e+00
2.358117905895294797e+00,-4.716235811790590038e-01,-6.358136216234361315e-01
2.359117955897795049e+00,-4.718235911795590209e-01,-6.388852051180714531e-01
2.360118005900295302e+00,-4.720236011800590936e-01,-1.666488236066541395e+00
2.361118055902795110e+00,-4.722236111805590553e-01,5.672081736690416376e-01
2.362118105905295362e+00,-4.724236211810590724e-01,-2.820006801379566497e-01
2.363118155907795614e+00,-4.726236311815591451e-01,-3.919015180140549282e-01
2.364118205910295423e+00,-4.728236411820591067e-01,2.282936710400508828e-01
2.365118255912795675e+00,-4.730236511825591794e-01,-1.194206522616201305e+00
2.366118305915295927e+00,-4.732236611830591966e-01,5.401614299165503619e-01
2.367118355917796180e+00,-4.734236711835592692e-01,-5.893813935017845340e-01
2.368118405920295988e+00,-4.736236811840592309e-01,-3.126574436122414591e-01
2.369118455922796240e+00,-4.738236911845592481e-01,-1.571573076215274423e+00
2.370118505925296493e+00,-4.740237011850593207e-01,6.191935828434107503e-01
2.371118555927796301e+00,-4.742237111855592824e-01,-2.168213965376893704e+00
2.372118605930296553e+00,-4.744237211860593550e-01,-1.178845346076669243e+00
2.373118655932796806e+00,-4.746237311865593722e-01,-1.306632888887779620e+00
2.374118705935297058e+00,-4.748237411870594449e-01,-7.215332227592889947e-01
2.375118755937796866e+00,-4.750237511875594065e-01,-2.256706191053474697e+00
2.376118805940297118e+00,-4.752237611880594237e-01,-1.251676587655438100e+00
2.377118855942797371e+00,-4.754237711885594964e-01,-8.104876863950758459e-01
2.378118905945297179e+00,-4.756237811890594580e-01,6.018052872285276078e-02
2.379118955947797431e+00,-4.758237911895595307e-01,-9.080750975697420291e-01
2.380119005950297684e+00,-4.760238011900595478e-01,-1.920731152507269224e+00
2.381119055952797936e+00,-4.762238111905596205e-01,-7.663420515903774932e-01
